text,favourite_count,retweet_count,created_at,polarity,Expression
"RT @DavMicRot: Every mainstream media article or segment that discusses the COVID-19 Delta surge, but fails to mention that is completely d…",0,234,2021-09-06 23:51:32,-0.2,Negative
"RT @GwenGraham: I love college football.

But, not worth dying or a life of illness for. 

I pray that all the fans packed in stadiums acro…",0,7,2021-09-06 23:51:31,0.175,Positive
RT @moderna_tx: We just announced the submission of initial data to the @US_FDA for our COVID-19 vaccine booster. Read more: https://t.co/4…,0,71,2021-09-06 23:51:31,0.25,Positive
RT @CTVMontreal: Number of new COVID-19 cases in Quebec reaches 530  https://t.co/kiARcNvKBZ,0,5,2021-09-06 23:51:30,0.13636363636363635,Positive
"251 medical journals warned world leaders not to wait until COVID-19 is over to address the climate crisis, calling it the 'greatest threat to global public health' #ClimateChange via https://t.co/zeb5hNqb8q https://t.co/aUvQ7vv1bF",0,0,2021-09-06 23:51:28,0.25,Positive
RT @birgitomo: It's hard to go through this labour day without remembering the nurses who died from covid 19. Limited personal protective e…,0,196,2021-09-06 23:51:27,-0.12103174603174605,Negative
"RT @JeremySWallace: NEW: Texas has top 57,000 deaths from COVID-19.

Texas has reported 1,421 previously unreported deaths in just 5 days a…",0,188,2021-09-06 23:51:27,0.15656565656565657,Positive
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:51:25,0.75,Positive
"@WMckennie @ChipotleTweets Haters gonna hate,Weston, I still support you, don’t let these sour fans fool you, they are royal clowns 🤡.So what, you broke Covid-19 protocols. this woke politics witch hunt will come and go.The USMNT fans miss you.P.s. can you please get Gregg fired and replaced we hate him.",0,0,2021-09-06 23:51:25,-0.47500000000000003,Negative
RT @amethystarlight: Could media please not report 6307 as the number of Iowans lost to COVID-19 when we have more timely data from @CDCgov…,0,13,2021-09-06 23:51:25,0.5,Positive
"RT @KTLA: COVID-19 was the leading cause of line-of-duty deaths for police officers in 2020, yet police and other first responders remain a…",0,48,2021-09-06 23:51:24,0.0625,Positive
RT @Potatopolitics: America seems proud to be the country with most covid 19 deaths because 10 rich people doubled their bank accounts whil…,0,4283,2021-09-06 23:51:24,0.5583333333333333,Positive
Can  COVID-19 help change experiences of care for the better? Listen to PCOC Director Dr Barb Daveson at #21OPCC as she outlines the findings based on results from a national survey to determine the influence of COVID-19. @AHSRI_UOW @Pall_Care_Aus #PalliativeCare https://t.co/VbgxwacUUu,13,4,2021-09-06 23:51:23,0.5,Positive
"RT @aetiology: It's never been more clear or obvious that misinformation is deadly. ""Mr. Antivax"" is the third conservative talk radio pers…",0,1003,2021-09-06 23:51:23,0.07999999999999999,Positive
Awesome mahi @WaipareiraTrust - tireless service to &amp; advocates for their West Auckland community - from leadership to frontline - all walking the talk - prioritising vulnerable groups + unity on the goal of beating COVID-19 #respect https://t.co/ayOsXQ9eDO,12,5,2021-09-06 23:51:22,0.25,Positive
"RT @MVGutierrezMD: @ahandvanish Agree unfortunately. Some colleagues &amp; I talked about on NPR

https://t.co/FsI532TKzu",0,2,2021-09-06 23:51:21,-0.5,Negative
"RT @MesCrypto1: @disclosetv https://t.co/w5mXbbuOZ2  here you go, direct from the horses mouth - Arizona University",0,88,2021-09-06 23:51:21,0.1,Positive
RT @groth1945: 🆘 My Friends !Fauci “ Keeping an Eye on the Mu Variant !” That has to make us all feel safe ! The Peter Principle Bureaucrat…,0,132,2021-09-06 23:51:20,0.625,Positive
RT @davidcharns: New data from the Southern Nevada Health District shows COVID-19 deaths among the unvaccinated are happening 70 times more…,0,74,2021-09-06 23:51:20,0.06818181818181818,Positive
"RT @NYDailyNews: The mu COVID-19 variant has been found in 49 states. 

Health officials believe mu is even more transmissible that the del…",0,633,2021-09-06 23:51:20,0.5,Positive
"RT @EricLander46: As bad as COVID-19 has been, the next pandemic could be even worse. We must act now to be prepared. (4/6)",0,9,2021-09-06 23:51:18,-0.36666666666666664,Negative
"@VictoriaAndreo6 @89civicsedanefr @Surgeon_General Anyone with the ability to reason knows that your statements are wrong. 

Not getting enough people vaccinated in order to achieve herd immunity &amp; not implementing other Covid-19 precautions like masking, the greater the chances that worse variants will emerge. 

{Cont. -&gt;}",0,0,2021-09-06 23:51:18,-0.10500000000000001,Negative
RT @therealzanetta: Arkansas jail inmates say they were unknowingly given unproven COVID-19 treatment ivermectin: 'They were running experi…,0,1305,2021-09-06 23:51:18,-0.1,Negative
RT @helen_0902: Good morning LORD JESUS. Thank You LORD for waking me up and giving me another day to live to enjoy Your blessings. Happy T…,0,107,2021-09-06 23:51:17,0.509090909090909,Positive
RT @ParnellMeridyth: @beardedgibson3 This stinks. I’m so sorry. Contact America’s Frontline Doctors! They’ll do a telehealth appt for $90 a…,0,54,2021-09-06 23:51:17,-0.6125,Negative
"RT @JustTheNews: Real rebels: Eric Clapton, Van Morrison defy COVID-19 groupthink | Just The News https://t.co/tdysIt5OM3",0,20,2021-09-06 23:51:17,0.2,Positive
"RT @NewsHour: In the midst of the delta surge, about half of Americans support more robust pandemic policies, according to the latest PBS N…",0,22,2021-09-06 23:51:16,0.2777777777777778,Positive
RT @yaritzi222: I am raising money for my father’s funeral expenses who unfortunately passed away this morning due to covid-19. Please anyt…,0,425,2021-09-06 23:51:12,-0.3125,Negative
"RT @VicGovDFFH: More relief grants are now available for Victorians struggling to pay their rent and keep their tenancies.  

The COVID-19…",0,7,2021-09-06 23:51:12,0.45,Positive
"RT @SizweLo: At the 'height' of infections in the country in July, when there were 7500 COVID-19 patients in GP, less than 10% of the beds…",0,20,2021-09-06 23:51:12,-0.16666666666666666,Negative
"RT @JohnTory: The evidence is clear: since May 1, over 98% of hospitalized COVID-19 cases have been unvaccinated.

Protect yourself and fel…",0,216,2021-09-06 23:51:09,0.10000000000000002,Positive
"RT @oskarhowell: So David Seymour didn't say a word when we let our elderly get first access to the vaccine based on their heightened risk,…",0,164,2021-09-06 23:51:07,0.25,Positive
"RT @abcmelbourne: Victoria has recorded 246 new locally acquired cases of COVID-19.
https://t.co/NAVp4LjRZM
#COVID19Vic #COVID19",0,3,2021-09-06 23:51:07,0.06818181818181818,Positive
"RT @jjhorgan: For a 2nd year, we’re marking #LabourDay in a world shaped by COVID-19. These are challenging days, but we know British Colum…",0,41,2021-09-06 23:51:06,0.16666666666666666,Positive
"@marquelawyers so he spent a quarter of a billion taxpayers dollars upgrading his plane Shark One, “ gets” COVID 19 Exemption to renter ACT without having to isolate &amp; wants VOTES 🗳 Far 😷 Cough Scott https://t.co/5rF8fl7T5p",3,1,2021-09-06 23:51:06,0.06666666666666667,Positive
@ImPhillipJames @Sports4151 There is NOT a safe and effective dose for treating COVID-19 in humans in ANY of the peer reviewed Medical Science journals or you would of cited them!,0,0,2021-09-06 23:51:05,0.11666666666666665,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:51:04,0.0909090909090909,Positive
RT @AmyA1A: The AP reported that 70% of recent calls to the Mississippi Poison Control Center were from people who had ingested ivermectin…,0,3176,2021-09-06 23:51:04,-0.05,Negative
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:51:04,0.0909090909090909,Positive
RT @davidcharns: New data from the Southern Nevada Health District shows COVID-19 deaths among the unvaccinated are happening 70 times more…,0,74,2021-09-06 23:51:04,0.06818181818181818,Positive
"RT @mattpdmorris: ‘only 1.8% of people in low-income countries have received their first dose of a COVID-19 vaccine, compared to 82% in hig…",0,18,2021-09-06 23:51:02,0.125,Positive
"RT @InfectiousDz: North Dakota Long Term Care Association President Shelly Peterson said about 4,000 unvaccinated nursing home staff could…",0,4,2021-09-06 23:51:01,-0.05,Negative
"There are 1786 active COVID-19 cases across the state.
https://t.co/PCd0zdbquO",2,0,2021-09-06 23:51:01,-0.13333333333333333,Negative
"RT @GovAndyBeshear: Since March 6, 2020, I have made it a priority to provide Kentuckians the most up-to-date and accurate information in o…",0,81,2021-09-06 23:51:00,0.45000000000000007,Positive
@McFaul @thomaskaine5 How about we get unvaccinated people who end up in hospital get looked after by like minded doctors and nurses who believe COVID-19 is no worse than the flu #COVID19. They promise to google a cure for them,0,0,2021-09-06 23:51:00,0.2,Positive
"RT @TheRealHoarse: “Christina Lowe, 32, and her husband Mikel were strongly opposed to the COVID-19 vaccine and masks.”

Mikel isn’t oppose…",0,457,2021-09-06 23:50:59,0.4333333333333333,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:58,0.0909090909090909,Positive
RT @jfromthepeg: riddle me this: are the people using ivermectin not the same people who don’t believe Covid-19 is real? Why would you use…,0,3,2021-09-06 23:50:57,0.1,Positive
RT @ewnreporter: A 93-year-old woman from Cape Town who has lived through some tough challenges in her time has beaten COVID-19. LM https:/…,0,80,2021-09-06 23:50:57,-0.3888888888888889,Negative
"RT @NewsHour: In the midst of the delta surge, about half of Americans support more robust pandemic policies, according to the latest PBS N…",0,22,2021-09-06 23:50:57,0.2777777777777778,Positive
NSW recorded 1281 new locally acquired casescases of Covid-19 in the 24 hours. Continue Lock down,5,0,2021-09-06 23:50:55,-0.006397306397306411,Negative
"RT @sporeMOH: As of 6 Sep 2021, 12pm, there are 235 new cases of locally transmitted COVID-19 infection and 6 imported cases. 637 cases are…",0,5,2021-09-06 23:50:54,0.06818181818181818,Positive
RT @NursingNotesUK: It is with great sadness we announce that nurse Veronica Guy has sadly died from COVID-19. Colleagues said that Veronic…,0,1112,2021-09-06 23:50:54,0.15000000000000002,Positive
"RT @IvankaTrump: This afternoon, I gratefully received my second dose of the COVID-19 vaccine. Getting fully vaccinated is the best way to…",0,1874,2021-09-06 23:50:53,0.5,Positive
RT @drsanjaygupta: Another reason to get vaccinated: being fully vaccinated reduces odds of long-term Covid-19 symptoms by half https://t.c…,0,536,2021-09-06 23:50:50,-0.16666666666666666,Negative
"Cuba has become the first country in the world to vaccinate children from the age of two against Covid-19, using home-grown jabs not recognized by the World Health Organization.
#Covid #Cuba #COVIDVaccination",4,0,2021-09-06 23:50:50,0.25,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:49,0.0909090909090909,Positive
"RT @Unpop_Science: This Labor Day, I’m thinking about the 60,000+ slaughterhouse and meatpacking workers that tested positive for COVID, th…",0,29,2021-09-06 23:50:49,0.22727272727272727,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:48,0.0909090909090909,Positive
"#Covid19 confirmed cases in:
 
#SolomonIslands #Israel #Monaco #Chad #Malaysia 
 
Source: https://t.co/mwGwcSvqIf https://t.co/moJ48P2ZHD",0,0,2021-09-06 23:50:47,0.4,Positive
RT @DelthiaRicks: Ohio judge reverses a court order that would have forced a hospital to give a Covid patient ivermectin. Siding w/ the hos…,0,103,2021-09-06 23:50:46,-0.30000000000000004,Negative
"RT @EvelynNFarkas: . ⁦@MaxBoot⁩ reminds: Trump’s mishandling of covid-19 may have caused 160,000 unnecessary deaths — more than the number…",0,37,2021-09-06 23:50:46,0.04999999999999999,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:46,0.0909090909090909,Positive
"Taro Kono, Japan's minister in charge of fighting COVID-19 and a top choice of voters for Japanese prime minister, may also pick up the backing of a popular ruling party heavyweight in the race for party leader, broadcaster TV Asahi said on Monday. https://t.co/oKK1ziIRzm",2,1,2021-09-06 23:50:45,0.3666666666666667,Positive
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:50:45,0.75,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:44,0.0909090909090909,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:43,0.0909090909090909,Positive
"RT @kylegriffin1: Texas schools have amassed more than 50,000 confirmed COVID cases in students in just a couple of weeks. More than a doze…",0,3837,2021-09-06 23:50:43,0.4666666666666666,Positive
RT @Immunize_USA: Safe and healthy workplaces are essential for a healthy economy. Thanks to all the workers who have rolled up their sleev…,0,2,2021-09-06 23:50:42,0.33999999999999997,Positive
"RT @EvelynNFarkas: . ⁦@MaxBoot⁩ reminds: Trump’s mishandling of covid-19 may have caused 160,000 unnecessary deaths — more than the number…",0,37,2021-09-06 23:50:42,0.04999999999999999,Positive
"RT @Devin_Heroux: I think this is important to note. 

Not a single 🇨🇦 Olympic, Paralympian or member of the Canadian delegation tested pos…",0,222,2021-09-06 23:50:40,0.21785714285714286,Positive
Daily Covid Deaths per 1K Population by County For ME   2021-09-03:  Covid visualizations give insight into covid-19 thanks to our data scientists and USAFacts #covidvislualizations #coviddata #smcanalytics #covid19 #coronavirus #covid_19 https://t.co/teqezXhGC9,0,0,2021-09-06 23:50:40,0.1,Positive
"RT @roadtoserfdom3: Note exercise precedes current COVID-19 outbreak. In months following, many shocking videos were released from China sh…",0,11,2021-09-06 23:50:40,-0.125,Negative
RT @middleageriot: The same people who claim China developed COVID-19 in a lab are developing COVID-19 variants in their unvaccinated bodie…,0,199,2021-09-06 23:50:38,0.05,Positive
"Covid is the tool to bring in the great reset! Klaus wrote the book
""Covid 19 The great reset""

All gov's have sold out their citizens for this great reset!
 So I guess we only thought we had a democracy! https://t.co/56JboJthx4",0,0,2021-09-06 23:50:37,0.7,Positive
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:50:36,0.75,Positive
RT @Potatopolitics: America seems proud to be the country with most covid 19 deaths because 10 rich people doubled their bank accounts whil…,0,4284,2021-09-06 23:50:36,0.5583333333333333,Positive
"RT @updatenhypen: [NOTICE] 210905

Additional COVID-19 Diagnosis of ENHYPEN Member and Response. 

#ENHYPEN #엔하이픈 @ENHYPEN_members @ENHYPEN…",0,4,2021-09-06 23:50:36,-0.75,Negative
"RT @PattyHajdu: Dean Allison, O'Toole's candidate for Niagara West, spread false conspiracy theories about the ivermectin, which Health Can…",0,185,2021-09-06 23:50:35,-0.4000000000000001,Negative
RT @wcnc: The request for National Guard members comes as many hospitals across South Carolina move toward - or even reach - capacity as CO…,0,9,2021-09-06 23:50:35,0.5,Positive
"RT @BreannaMorello: Joe Rogan used ivermectin to treat his COVID-19.

The media is going on FULL ATTACK MODE. 

Can’t let word get out abou…",0,3245,2021-09-06 23:50:34,0.35,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:34,0.0909090909090909,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:33,0.0909090909090909,Positive
Do I detect a distinct lack of input/critical analysis from Business round table and employers concerning the economic ramifications caused by Gov'ts covid 19 lockdowns.,11,2,2021-09-06 23:50:31,0.09999999999999999,Positive
Still no accountability had for #GladysBerijiklian causing these most recent outbreaks in Victoria &amp; South Australia - Victoria records 246 new cases of COVID-19 https://t.co/mL1AGu5RUD,2,0,2021-09-06 23:50:31,0.21212121212121213,Positive
"This is status of COVID-19 as of 2021.09.06. For more details, please visit https://t.co/Jn4BqFtW4E COVID-19 Dashboard from South Korea. https://t.co/sDDnkj8IiV",0,0,2021-09-06 23:50:29,0.5,Positive
"@positiveriley @CLTdevelopment @CAKEMUSIC @lafrancois_j ...That's literally not true at all. You gotta stop consuming alternative facts man.

https://t.co/bODsLmGBAN",0,0,2021-09-06 23:50:29,-0.175,Negative
Apple Profit Nearly Doubles to $21.7 Billion as COVID-19 Lockdowns Eased - Gadget Informer @ https://t.co/vGwfEn8Iuk https://t.co/o6s8f53shQ,0,0,2021-09-06 23:50:28,0.1,Positive
"RT @USAFacts: The US had a 7-day average of 137,256 new COVID-19 cases and 1,163 deaths as of August 29. Explore these interactive charts t…",0,42,2021-09-06 23:50:27,-0.0068181818181818205,Negative
"NEW | COVID-19 PROTESTS

Canadian Prime Minister faces protests at multiple campaign stops including having light rocks thrown at him.

Civil disobedience is escalating.

Western media has biased reporting on this due to potential downstream impact on public health. https://t.co/Jruyc6NrSi",3,0,2021-09-06 23:50:26,0.058766233766233765,Positive
"RT @jessejanderson: Time Blindness, Catastrophizing Symptoms, and How COVID-19 Affects Those With ADHD

My 10 favorite ADHD tweets/threads…",0,16,2021-09-06 23:50:26,0.5,Positive
RT @therealzanetta: Arkansas jail inmates say they were unknowingly given unproven COVID-19 treatment ivermectin: 'They were running experi…,0,1305,2021-09-06 23:50:25,-0.1,Negative
"Canadian businesses and workers drive our economy. That’s why we had their backs throughout the pandemic, and why we’ll support them as we finish the fight against COVID-19 and build a better Canada. https://t.co/U256fJOv9s",1652,263,2021-09-06 23:50:24,0.5,Positive
"@Pusheen06 @thiagocurtis @HuXijin_GT Ratg13 is the closest virus ever found to COVID-19. But to prove their family ties, you need to find intermediate hosts that carrys #COVID19 virus. Some of China's new studies have suggested that COVID-19 may be a virus that exists independently, not from the Mojiang cave.",0,0,2021-09-06 23:50:24,0.06818181818181818,Positive
"RT @jasperward94: The Ministry of Health reported 127 new COVID-19 cases and seven additional deaths. 

One hundred and ninety people are h…",0,16,2021-09-06 23:50:23,0.13636363636363635,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:23,0.0909090909090909,Positive
"Victoria records 246 local Covid-19 cases
Finally, the Victorian numbers are here! (And apparently were reported yesterday?)

Victoria recorded 246 local Covid-19 cases overnight. So far 90 are linked to known outbreaks. https://t.co/IWQVj6ak5y",1,1,2021-09-06 23:50:23,0.030000000000000006,Positive
RT @Laurie_Garrett: When @SenRandPaul said it was better to catch #COVID19 than get #vaccinated I knew that flew in the face of all evidenc…,0,769,2021-09-06 23:50:22,0.5,Positive
"RT @BobFergusonAG: Today, I am especially grateful for the teachers, nurses, firefighters and other essential workers on the frontlines of…",0,5,2021-09-06 23:50:21,-0.041666666666666664,Negative
"RT @kylegriffin1: Texas schools have amassed more than 50,000 confirmed COVID cases in students in just a couple of weeks. More than a doze…",0,3837,2021-09-06 23:50:20,0.4666666666666666,Positive
"Over 1,000 U.S. schools have closed in-person learning due to COVID-19

By Lauren Fox, AccuWeather staff writer",1,0,2021-09-06 23:50:19,-0.1125,Negative
"#TDCJ is grieving the loss of Parole Officer Huey Prymus III that is connected to the COVID-19 virus.

38-year-old Huey Prymus III, Parole Officer 2 in the Tyler District Parole Office, died on Sunday (09/05/21) at his home after testing positive on Thursday (09/02/21). https://t.co/gkINsd1DFj",4,0,2021-09-06 23:50:18,0.22727272727272727,Positive
Manchester United to have Covid-19 spot-checks at Old Trafford starting with Newcastle game https://t.co/rxYnsTsnpg,0,1,2021-09-06 23:50:18,-0.10000000000000002,Negative
RT @Laurie_Garrett: When @SenRandPaul said it was better to catch #COVID19 than get #vaccinated I knew that flew in the face of all evidenc…,0,769,2021-09-06 23:50:17,0.5,Positive
"A Texas school district now requires its students to wear masks after it reported that nearly 800 of its students were in quarantine after being exposed to COVID-19.

 https://t.co/aKKcwt0hDq",14,3,2021-09-06 23:50:17,0.1,Positive
"RT @ZER0N0NSENSE: @RealBrysonGray There isn't a cheaper and safer alternative than the vaccine, particularly Pfizer; it's completely free a…",0,1,2021-09-06 23:50:15,0.2833333333333333,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:13,0.0909090909090909,Positive
"RT @kylegriffin1: Texas schools have amassed more than 50,000 confirmed COVID cases in students in just a couple of weeks. More than a doze…",0,3837,2021-09-06 23:50:12,0.4666666666666666,Positive
"RT @JardelRobertson: The Philippines registered 22,366 new cases of coronavirus disease (COVID-19) on Monday, Aug. 30—the highest number of…",0,9,2021-09-06 23:50:12,0.13636363636363635,Positive
#BREAKING Victoria records 246 new cases of COVID-19 as pace of vaccinations accelerates https://t.co/XlzHHna0ei,1,1,2021-09-06 23:50:12,0.13636363636363635,Positive
"RT @AaronParnas: Politicizing COVID-19 vaccinations has exemplified a true low point in our country’s history. 

Lives were lost because of…",0,192,2021-09-06 23:50:11,0.175,Positive
"@b585202b35fd4b3 @ashkaur @learn_biz_stuff @CPHO_Canada I am glad to tell you that is incorrect. We have NO forced vaccination, very little mandatory vaccination, all linked to employment type, and very few children have been vaccinated. All voluntary, NONE have died. 

https://t.co/8hzjpQOyYb",0,0,2021-09-06 23:50:10,0.0365625,Positive
RT @rapplerdotcom: Vice President Leni Robredo is so frustrated by President Rodrigo Duterte's mismanagement of the pandemic that she's now…,0,65,2021-09-06 23:50:07,-0.7,Negative
"RT @ChuckCallesto: BREAKING REPORT:  Dallas Cowboys' Pro Bowler Zack Martin who's FULLY VACCINATED Tests positive for COVID-19, will miss h…",0,1114,2021-09-06 23:50:06,0.22727272727272727,Positive
"RT @ChuckCallesto: BREAKING REPORT:  Dallas Cowboys' Pro Bowler Zack Martin who's FULLY VACCINATED Tests positive for COVID-19, will miss h…",0,1114,2021-09-06 23:50:03,0.22727272727272727,Positive
RT @cbcnewsbc: Parents and educators are anxious about no longer receiving notices about COVID-19 exposure in schools even as the number of…,0,8,2021-09-06 23:50:03,-0.25,Negative
"RT @ztsamudzi: THIS is where to invoke the Nuremberg Code, not anti-vaxxers moaning about getting an “unauthorized vaccine” with “unknown i…",0,694,2021-09-06 23:50:03,-0.1,Negative
"RT @EvelynNFarkas: . ⁦@MaxBoot⁩ reminds: Trump’s mishandling of covid-19 may have caused 160,000 unnecessary deaths — more than the number…",0,37,2021-09-06 23:50:02,0.04999999999999999,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:50:01,0.0909090909090909,Positive
"Please use the link below to check you have all of the paperwork you need to cross the border between Great Britain and the EU in HGVs, and details on how to access COVID testing facilities;. https://t.co/iFxIaIMR6u",0,0,2021-09-06 23:50:00,0.4,Positive
RT @BravoKiloActual: WTF: “The Associated Press erroneously reported…that 70% of recent calls…were from people who had ingested ivermectin…,0,24,2021-09-06 23:50:00,-0.3333333333333333,Negative
"“We’re all models for our children, so if we model good mask wearing behavior the children are likely to follow,“ Marullo said.
https://t.co/IpG9XvK8Lt",0,0,2021-09-06 23:50:00,0.35,Positive
"The third round of serological survey to detect Covid-19 antibodies, which was originally scheduled to be held in June, will be conducted from September 8 to 10

https://t.co/ZrImG4PeNs",12,2,2021-09-06 23:50:00,0.05833333333333333,Positive
"Unfortunately, hospitalizations &amp; ICU reaching alarming levels in CR due to Covid-19 https://t.co/slETc95zUr",0,0,2021-09-06 23:50:00,-0.24166666666666667,Negative
"RT @HHSGov: As of June, 96% of practicing doctors in the U.S. were fully vaccinated against COVID-19. Find vaccines near you today!",0,148,2021-09-06 23:49:58,0.125,Positive
"Long COVID-19 Common with Young People According to Prominent CLoCk Study, Reports KCL https://t.co/2rTSLwDSqM",0,0,2021-09-06 23:49:58,0.0625,Positive
China’s Sinopharm Developing MRNA COVID-19 Vaccine Against New Variants – Official https://t.co/LssIfpKc7V,1,0,2021-09-06 23:49:58,0.13636363636363635,Positive
RT @WHOPhilippines: Around 80% of people who become infected with COVID-19 only develop mild symptoms &amp; recover w/o any special medical tre…,0,43,2021-09-06 23:49:56,0.17261904761904762,Positive
"RT @RWMaloneMD: ""Ivermectin: a multifaceted drug of Nobel prize-honoured distinction with indicated efficacy against a new global scourge,…",0,7551,2021-09-06 23:49:55,0.06818181818181818,Positive
RT @thehill: Daily COVID-19 infections up more than 300 percent from Labor Day last year https://t.co/66pMRMNqjw https://t.co/HSMN8YGoxJ,0,48,2021-09-06 23:49:55,0.16666666666666666,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:49:53,0.0909090909090909,Positive
"RT @VicGovDH: Reported yesterday: 246 new local cases and 0 new cases acquired overseas. 
- 32,300 vaccine doses were administered 
- 43,85…",0,326,2021-09-06 23:49:51,0.0909090909090909,Positive
"RT @STEPHMHAMILL: Happy Labor Day!! I hope you will tune in this evening, or DVR 🙂. 
We’ll take a closer look at the lockdowns, Covid-19 an…",0,52,2021-09-06 23:49:51,1.0,Positive
Cayman records 24 positive COVID-19 cases… a record by any measure. 23 cases were travellers and one person was quarantining with a traveller. 15 were unvaccinated and 9 vaccinated.,1,1,2021-09-06 23:49:51,0.22727272727272727,Positive
RT @NewshubNZ: Family who lost two brothers to COVID-19 calling on Aotearoa to take Delta seriously https://t.co/uzEeIoiLCq,0,10,2021-09-06 23:49:50,-0.3333333333333333,Negative
"COVID-19 Cases, Absences Force Richardson ISD School Online – NBC 5 Dallas-Fort Worth | #coronavirus | #kids. | #children | #schools https://t.co/MERgQUH10b",0,0,2021-09-06 23:49:49,0.3,Positive
"COVID-19 Cases, Absences Force Richardson ISD School Online – NBC 5 Dallas-Fort Worth | #coronavirus | #kids. | #children | #schools https://t.co/9IvfYG8Qy7",0,0,2021-09-06 23:49:49,0.3,Positive
"RT @ArthurBraby: @trevor7979 Harvard Epidemiologist Says the Case for COVID Vaccine Passports Was Just Demolished
New research found that n…",0,59,2021-09-06 23:49:48,0.13636363636363635,Positive
RT @JCBua: This is Literally the Most Breathtaking Article I’ve Ever Read About The Ravages Of COVID. Please Read &amp; Share! 😷💉 #GetVaxxed  h…,0,795,2021-09-06 23:49:48,0.75,Positive
RT @annezinkmd: Thanks to @ashnhaalaska  for putting out weekly updates on who is in the Anchorage hospitals with COVID-19. https://t.co/2P…,0,38,2021-09-06 23:49:45,0.2,Positive
"RT @ChuckCallesto: BREAKING REPORT:  Dallas Cowboys' Pro Bowler Zack Martin who's FULLY VACCINATED Tests positive for COVID-19, will miss h…",0,1114,2021-09-06 23:49:45,0.22727272727272727,Positive
"RT @PattyHajdu: Dean Allison, O'Toole's candidate for Niagara West, spread false conspiracy theories about the ivermectin, which Health Can…",0,185,2021-09-06 23:49:45,-0.4000000000000001,Negative
"RT @ChuckCallesto: BREAKING REPORT:  Dallas Cowboys' Pro Bowler Zack Martin who's FULLY VACCINATED Tests positive for COVID-19, will miss h…",0,1114,2021-09-06 23:49:44,0.22727272727272727,Positive
"RT @LutherBurgsvik: New Caledonia: Parliament has unanimously voted to make the COVID-19 vaccine mandatory for all adults, including touris…",0,43,2021-09-06 23:49:44,0.13636363636363635,Positive
"@TabbieTalks @MikeTagliereNFL It's time to get mad Tags
It's time to get mean
It's time to go Beast Mode
On this COVID 19.

Sending good vibes your way!!
#TagsStrong",4,0,2021-09-06 23:49:44,0.020833333333333332,Positive
"The simple concept that over 12,000 persons in a relatively unpopulated state, are dead and continue to die because of a Virus that is controllable...

Shows the worthlessness of Trump's Republican Party.
https://t.co/yRpEfsLuMy",0,0,2021-09-06 23:49:43,-0.06666666666666667,Negative
